3.6075828,4.538787,5.386895,6.0746727,6.299967,6.872511,7.055744,7.2339544,7.348598,7.623206,7.727844,9.222756,10.121968,10.230164,10.399921,10.437526,10.636751,10.638989,10.755684,10.837198,10.90816,11.057006,11.849713,11.871766,12.02921,12.16346,12.221857,12.568077,12.6265,12.688805,12.798057,12.974498,13.165564,13.195859,13.382055,13.458916,13.497325,13.807656,14.156106,14.175707
2.546915,3.6075828,3.7187042,3.9536366,4.538787,5.386895,5.436929,5.460378,5.6503606,6.299967,6.872511,7.055744,7.2339544,7.348598,7.623206,7.727844,8.427701,9.062957,9.222756,9.398698,9.718908,10.003531,10.142288,10.230164,10.301192,10.437526,10.479597,10.636751,10.638989,10.761622,11.057006,11.849713,11.930346,12.02921,12.16346,12.221857,12.226532,12.568077,12.596057,12.6265
2.546915,3.6075828,3.7187042,3.9536366,4.538787,5.386895,5.436929,5.460378,5.6503606,5.7287097,6.0750546,6.299967,6.541833,6.7885523,7.055744,7.2339544,7.348598,7.4752254,7.9173894,7.9320817,8.205991,8.427701,8.53915,9.116924,9.16204,9.215601,9.222756,9.229382,9.398698,9.718908,9.97806,10.229331,10.479597,10.921744,11.057006,11.140445,11.19473,11.930346,11.943875,12.221857
2.546915,3.2067895,3.5712903,3.6075828,3.9536366,4.538787,5.386895,5.436929,5.460378,5.5404167,5.6076093,5.6468678,5.6503606,5.6895833,5.6951475,5.7287097,6.0750546,6.299967,6.510455,6.72603,6.7885523,7.2084336,7.348598,7.449143,7.6461153,7.9173894,8.205991,8.508644,8.53915,9.116924,9.16204,9.215601,9.222756,9.229382,9.398698,9.718908,9.97806,10.921744,11.057006,11.930346
2.546915,3.2067895,3.3259046,3.4101944,3.5712903,3.5891318,3.6075828,3.9536366,4.2282915,4.2339644,4.538787,4.8769474,5.309089,5.436929,5.460378,5.5404167,5.6076093,5.6895833,5.6951475,5.7287097,5.743264,6.010563,6.299967,6.428093,6.6051984,6.638161,6.72603,6.9864984,6.988758,7.2084336,7.348598,8.385587,8.508644,8.53915,8.728009,8.902751,9.229382,9.863834,10.921744,11.881828
2.546915,3.2067895,3.3259046,3.4101944,3.5712903,3.5891318,3.6075828,3.9201927,3.9536366,4.2282915,4.2339644,4.3302226,4.538787,4.5459466,4.8769474,5.308585,5.436929,5.460378,5.5404167,5.6003995,5.6076093,5.6895833,5.6951475,5.7287097,6.010563,6.428093,6.4460826,6.5250673,6.6051984,6.638161,6.72603,6.9864984,7.2084336,7.348598,7.9062424,7.997803,8.448096,8.556535,9.229382,9.863834
2.546915,2.747271,3.0425854,3.2067895,3.2572114,3.2729502,3.2921352,3.294576,3.4101944,3.5712903,3.5891318,3.6075828,3.7898004,3.9201927,3.9536366,4.2282915,4.2339644,4.3302226,4.3451557,4.43922,4.538787,4.5459466,4.8111773,4.8769474,5.308585,5.460378,5.5404167,5.6003995,5.6951475,6.1017833,6.314407,6.341177,6.4384513,6.51351,6.6051984,7.2084336,7.660134,7.6616044,8.556535,9.863834
0.33973682,1.9162005,2.546915,2.747271,3.0425854,3.2067895,3.2412217,3.2572114,3.2729502,3.2921352,3.3494897,3.4220345,3.5712903,3.5891318,3.6075828,3.7113318,3.7269192,3.7739897,3.7898004,3.9201927,3.9536366,4.2282915,4.2339644,4.3302226,4.3451557,4.405417,4.5459466,4.56331,4.8111773,4.8769474,4.964046,5.308585,5.460378,5.6951475,6.271217,6.314407,6.4384513,7.2084336,7.470838,9.863834
0.33973682,0.4988973,1.9162005,2.2027595,2.546915,2.747271,2.8225496,2.9665794,2.9742348,3.2067895,3.2572114,3.2729502,3.2921352,3.3494897,3.4220345,3.5712903,3.5891318,3.6075828,3.6812203,3.7269192,3.7898004,3.7914193,3.9201927,3.9536366,4.0208855,4.0361404,4.2282915,4.3302226,4.3451557,4.3651237,4.5459466,4.56331,4.5913467,4.634073,4.8769474,4.964046,5.301707,5.460378,6.4384513,7.2084336
0.33973682,0.4988973,1.9162005,2.034178,2.086171,2.2027595,2.546915,2.6596737,2.8225496,2.828263,2.8799922,2.9665794,2.9742348,3.2211802,3.2572114,3.2729502,3.2958317,3.3663976,3.4220345,3.5891318,3.6075828,3.6812203,3.7269192,3.9201927,3.9536366,4.0208855,4.2282915,4.3302226,4.3397794,4.3451557,4.3651237,4.395182,4.497347,4.5913467,4.6551166,4.8769474,4.964046,5.1562295,5.460378,6.0568914
0.33973682,0.4988973,0.6351378,0.6512268,1.1152741,1.5758156,1.9162005,2.034178,2.086171,2.2027595,2.546915,2.6281211,2.6596737,2.8225496,2.828263,2.9665794,2.9742348,3.2100108,3.2211802,3.2572114,3.362581,3.3663976,3.3758774,3.4220345,3.5612,3.5891318,3.6075828,3.6847079,3.691866,3.7269192,3.9201927,3.9536366,3.9680614,4.0208855,4.123556,4.2318206,4.3302226,4.3651237,4.497347,5.1562295
0.15854558,0.33973682,0.4988973,0.6351378,1.0353687,1.1152741,1.5758156,1.8054938,1.9162005,2.034178,2.0460958,2.546915,2.6281211,2.6596737,2.677218,2.8225496,2.828263,2.8376474,2.8917048,2.9742348,3.0112877,3.090319,3.1531823,3.2100108,3.2211802,3.362581,3.3663976,3.4220345,3.5478256,3.6075828,3.6847079,3.7269192,3.9536366,3.9680614,3.9941754,4.0208855,4.1232104,4.3302226,4.497347,5.1562295
0.15854558,0.33973682,0.4988973,0.6351378,0.99641114,1.0353687,1.1152741,1.4803888,1.5758156,1.7369379,1.8054938,1.9162005,2.034178,2.0460958,2.5425365,2.546915,2.5969453,2.604788,2.6281211,2.8225496,2.828263,2.8376474,2.9742348,3.0000336,3.1531823,3.2100108,3.2211802,3.3191655,3.3336134,3.362581,3.3663976,3.4220345,3.4354622,3.7269192,3.9536366,3.9941754,4.0208855,4.1232104,4.3302226,4.497347
0.15854558,0.33973682,0.4988973,0.6351378,0.99641114,1.0353687,1.1152741,1.2301365,1.4803888,1.5758156,1.7369379,1.8054938,1.9162005,2.025676,2.034178,2.0460958,2.0492647,2.4830472,2.546915,2.559508,2.5969453,2.604788,2.6281211,2.8376474,2.9742348,3.0000336,3.046632,3.1531823,3.2100108,3.2206435,3.2864656,3.3072085,3.3191655,3.3663976,3.4354622,3.6216915,3.6821787,3.71684,3.9536366,4.3302226
0.15854558,0.33973682,0.42345846,0.6351378,0.8216092,0.98375964,0.99641114,1.0353687,1.1089615,1.1152741,1.2573377,1.3656267,1.4803888,1.5758156,1.7322859,1.7369379,1.8054938,1.9162005,2.025676,2.0460958,2.0492647,2.4260569,2.4697313,2.4830472,2.546915,2.5969453,2.604788,2.8376474,2.849949,2.9742348,3.0000336,3.0157073,3.1531823,3.1807818,3.3072085,3.3663976,3.4354622,3.6821787,3.9536366,4.3302226
0.15854558,0.33973682,0.3433167,0.42345846,0.5014822,0.6351378,0.78791064,0.8216092,0.98375964,0.99641114,1.0353687,1.1089615,1.1152741,1.1172895,1.2573377,1.2643831,1.321879,1.3656267,1.4803888,1.5758156,1.7322859,1.7369379,1.7982374,1.9162005,1.9957614,2.025676,2.0460958,2.1600552,2.2048137,2.4697313,2.4830472,2.4865448,2.501447,2.546915,2.5969453,2.6383622,2.8157938,2.962277,3.0000336,3.2075982
0.11656389,0.15854558,0.26680717,0.33973682,0.3433167,0.42345846,0.5014822,0.61521685,0.6351378,0.73411095,0.78791064,0.8011961,0.82051826,0.8216092,0.98375964,1.0071259,1.0353687,1.1089615,1.1152741,1.2573377,1.3656267,1.5550624,1.5758156,1.6198097,1.6708426,1.7982374,1.9162005,1.9674957,2.025676,2.0605156,2.127733,2.1600552,2.2048137,2.4461222,2.4865448,2.546915,2.6383622,2.8157938,2.944468,3.0000336
0.11656389,0.15854558,0.26680717,0.2977343,0.33973682,0.3433167,0.3574663,0.47241384,0.5014822,0.57979393,0.61521685,0.73411095,0.78791064,0.8011961,0.82051826,0.91994846,0.97617584,0.98375964,1.0071259,1.019958,1.0353687,1.0368857,1.1089615,1.1531363,1.2573377,1.2736456,1.3036107,1.3656267,1.5043268,1.5550624,1.5758156,1.5800465,1.6198097,1.7982374,1.9674957,2.0605156,2.0867324,2.1600552,2.2048137,2.2309947
0.11450697,0.11656389,0.15854558,0.1745789,0.24871172,0.26680717,0.2977343,0.33973682,0.3433167,0.3574663,0.47241384,0.5014822,0.57979393,0.64189464,0.7051749,0.7059553,0.73411095,0.78791064,0.8011961,0.8375393,0.90679383,0.97617584,0.98375964,1.0071259,1.019958,1.0353687,1.1044155,1.1089615,1.252338,1.2736456,1.3036107,1.3616593,1.3656267,1.3847733,1.4392024,1.4739797,1.5758156,1.6198097,2.1549659,2.2048137
0.11450697,0.11656389,0.1382938,0.15854558,0.1745789,0.22500376,0.24871172,0.26680717,0.2977343,0.33973682,0.3433167,0.3574663,0.38396522,0.5014822,0.57979393,0.64189464,0.6702076,0.6781252,0.6802349,0.68238896,0.7059553,0.73411095,0.77884424,0.797445,0.8375393,0.9288719,0.95113206,1.0071259,1.019958,1.0353687,1.1089615,1.1250803,1.252338,1.2691647,1.3036107,1.3489203,1.3847733,1.4607555,2.1549659,2.2048137
0.07720379,0.07849767,0.080905825,0.11450697,0.11656389,0.1382938,0.15854558,0.17301579,0.1745789,0.22500376,0.22756591,0.2357157,0.24871172,0.26680717,0.2977343,0.3055828,0.3207446,0.3433167,0.38396522,0.4044746,0.42023882,0.43753266,0.46861008,0.50509226,0.5758799,0.57979393,0.58931863,0.6802349,0.7059553,0.77884424,0.797445,0.8375393,0.95113206,1.0316969,1.1089615,1.1250803,1.3036107,1.4607555,1.4942739,2.1077902
